play name	written	print	number of stages	len_stages_words	len_speeches_words	total_number_of_verbs	verbs set	number of unique verbs	stages_to_speeches_ratio	verb_diversity(uniqueverbs/totalverbs)	verbs_share_in_stages	av_stage_length	stages_to_all_text_ratio
Горячее сердце	1868	1869	508	5149	38561	458	отступать,прятаться,помогать,заходить,сходиться,хватать,браниться,грозить,говорить,брать,кивать,привставать,полагать,стараться,упираться,обнимать,кланяться,трогать,маршировать,разваливаться,пить,бренчать,встряхивать,вырываться,подъезжать,переставать,хотеть,убегать,становиться,поправлять,увидеть,обессиливать,бить,убивать,увидать,считать,удерживать,идти,замечать,бросаться,тащить,обходить,класть,скрываться,отталкивать,давать,нести,подшибать,отворять,ощупываться,переменять,отворяться,возвращаться,отдавать,осматриваться,сажать,пробивать,топать,хвататься,прижиматься,взять,лишаться,оборачиваться,приподниматься,натыкаться,сталкиваться,выходить,смеяться,задумываться,подбегать,лезть,жаться,плакать,вязать,заглядывать,сидеть,подходить,свистеть,доводить,целовать,вести,подавать,останавливать,аккомпанировать,показываться,держать,вынимать,оглядываться,лить,прислушиваться,ловить,ставить,вскрикивать,наливать,вбегать,происходить,обмахивать,закидывать,махать,почесывать,трясти,стрелять,вставать,останавливаться,кричать,ухватывать,размахивать,садиться,целоваться,поддерживать,стучать,расходиться,искать,подзывать,слабеть,зевать,сходить,схватывать,освобождаться,махнуть,ворчать,петь,испугать,смотреть,запевать,жить,шептать,усиливаться,падать,отъезжать,взглядывать,делать,обращать,подымать,наступать,оставлять,стоять,слушать,отходить,приходить,уходить,набегать,входить,надевать,срубать,снимать,надушить,бежать,почесать,выбегать,	150	0.133528694795259	0.327510917030568	0.088949310545737	10.1358267716535	0.117799130633722
Menschen und Leidenschaften	1830	1880	381	3878	29470	324	отступать,прятаться,оставаться,встречаться,играть,хватать,увеличиваться,говорить,брать,отбегать,привставать,жать,полагать,вздрагивать,стараться,рыдать,умирать,обнимать,трогать,кланяться,пробуждаться,выпивать,подниматься,пить,подумать,подвигать,быть,вырываться,притворяться,хотеть,вскакивать,упадать,подыматься,кашлять,становиться,повалиться,опираться,завертываться,всплескивать,бить,слыхать,идти,бросаться,испугаться,подслушивать,звонить,класть,бледнеть,закуривать,ходить,давать,отталкивать,отворять,кидаться,приближаться,глядеть,слышать,отворяться,лежать,сажать,стонать,взять,оборачиваться,выходить,смеяться,подбегать,прерывать,плакать,сидеть,покачать,подходить,доводить,опускаться,целовать,вести,впадать,подавать,останавливать,кинуть,прижимать,примеривать,продолжать,вынимать,оглядываться,вызывать,молчать,вбегать,вставать,останавливаться,удаляться,расстраивать,топнуть,садиться,ударять,отвертываться,шить,сказать,призывать,ворочаться,петь,вернуться,смотреть,прицеливаться,падать,взглядывать,подымать,читать,креститься,стоять,приходить,отходить,уходить,кидать,входить,дрожать,начинать,ломать,бежать,сыпать,убегать,закручичивать,видеть,	122	0.131591448931116	0.376543209876543	0.083548220732336	10.1784776902887	0.116288832913518
Смерть Пазухина	not specified in tei	1857	400	4383	33390	353	отворачиваться,шататься,оставаться,мычать,прятаться,говорить,подкатить,брать,замахиваться,растворяться,оторопеть,полагать,являться,слышаться,закалывать,декламировать,вздрагивать,получать,трепать,метаться,кланяться,подражать,одевать,выпивать,стоить,отдыхать,писать,поставлять,утопать,дуть,пить,забываться,подумать,растеривать,подъезжать,узнавать,оживляться,подталкивать,хотеть,прохаживаться,вскакивать,пробовать,называть,кашлять,поправляться,становиться,притворять,вздыхать,опираться,бить,углубляться,направляться,удерживать,обращаться,идти,дышать,порастать,бросаться,мочь,замасливать,тащить,высовывать,иметь,мяться,крутить,накидываться,ходить,свидетельствовать,приближаться,глядеть,наклоняться,отворяться,лежать,возвращаться,расставлять,поникать,спохватываться,выполнять,переминаться,закутывать,гореть,одушевляться,присутствовать,оборачиваться,потуплять,задумываться,смеяться,выходить,прерывать,гладить,посмотреть,подбегать,озадачивать,принадлежать,плакать,взволновать,заглядывать,появляться,сидеть,нарумянивать,склонять,подходить,накинуть,повергаться,опускаться,целовать,вести,подавать,проходить,расступаться,продолжать,держать,показываться,рассуждать,ставить,молчать,вскрикивать,наливать,раздаваться,вбегать,чертить,улыбаться,рвать,выпрямляться,обижаться,махать,закашливаться,вставать,присмиреть,останавливаться,удаляться,садиться,целоваться,набелить,зевать,махнуть,ступать,подписываться,покрякивать,терять,носить,помнить,смотреть,переходить,выглядывать,падать,делать,подымать,читать,наступать,креститься,представлять,стоять,слушать,отходить,подкрадываться,уходить,входить,наполняться,рассматривать,дрожать,начинать,задыхаться,смущаться,толкать,видеть,	166	0.131266846361186	0.470254957507082	0.080538443988136	10.9575	0.116035263283298
Горькая судьбина	not specified in tei	1859	346	3752	28777	341	хватать,облокачиваться,приосаниваться,отодвигать,крестить,брать,являться,невыпивать,краснеть,вздрагивать,рыдать,обнимать,кланяться,взмахивать,повертываться,выпивать,развалиться,писать,повесить,пить,подвигать,встряхивать,вырываться,качать,помолиться,вскакивать,упадать,становиться,увидеть,опираться,вздыхать,вытягиваться,всплескивать,бить,захлопывать,приотворять,обращаться,идти,бросаться,всклокочивать,класть,бледнеть,скрываться,ходить,давать,глядеть,лежать,возвращаться,услышать,сажать,вспыхивать,приосаниться,уезжать,пододвигать,колотить,потуплять,отвечать,побледнеть,гладить,помешаться,осклабляться,разрывать,плакать,появляться,заглядывать,склонять,сидеть,приостанавливаться,покачать,подходить,задрожать,пробежать,поцеловаться,целовать,шамкать,подавать,продолжать,вынимать,показываться,ставить,молчать,наклонять,вскрикивать,наливать,пожимать,раздаваться,перебивать,вбегать,улыбаться,повторять,набираться,зажимать,закидывать,простонать,почесывать,усмехаться,вставать,конфузиться,прикладываться,изнурять,дотрагиваться,садиться,целоваться,сдерживать,искать,обливаться,ударять,выдаваться,набиваться,махнуть,сбрасывать,струсить,трогаться,продолжаться,смотреть,падать,взглядывать,потупляться,делать,обращать,креститься,таскать,стоять,отходить,пятиться,тянуться,уходить,входить,прощаться,рассматривать,дрожать,помолчать,начинать,растворять,снимать,поклониться,толкать,почесать,всхлипывать,выть,	140	0.130381902213573	0.410557184750733	0.09088486140725	10.8439306358382	0.115343232192813
Егор Булычов и другие	1931	1932	199	2503	19342	268	припадать,откашливаться,оставаться,пропотевать,напевать,говорить,брать,замахиваться,спрятаться,наклонить,сдвигать,упасть,взвизгивать,рычать,обнимать,подражать,перехватывать,писать,дуть,пить,подумать,быть,возиться,качать,хотеть,переставать,вскакивать,кривить,кашлять,вздыхать,бить,встречать,идти,замечать,ошалевать,зевнуть,тащить,придерживать,кружиться,держаться,трубить,обходить,закуривать,шептаться,мыть,откидываться,исчезать,глядеть,слышать,возвращаться,притоптывать,осматриваться,топать,взять,удивлять,затворять,нахмуриться,гореть,гудеть,посмеиваться,выходить,смеяться,гладить,подбегать,врываться,отмахиваться,плакать,придерживаться,заглядывать,сидеть,подходить,целовать,шепнуть,вытаскивать,зацепляться,вести,подавать,спускаться,бормотать,прижимать,отрываться,оглядываться,прибегать,покачнуться,молчать,вбегать,чертить,улыбаться,изумлять,зажимать,пропотеть,махать,хмуриться,усмехаться,вставать,торопиться,останавливаться,кричать,укладывать,садиться,поддерживать,стучать,плясать,танцевать,сходить,позевнуть,махнуть,притопывать,ворчать,спорить,петь,шептать,смотреть,падать,щелкнуть,вырывать,оставлять,стоять,ложиться,слушать,отходить,повертеть,подкрадываться,щупать,пятиться,встрепывать,шаркать,уходить,входить,рассматривать,поклониться,бежать,выругаться,шевелиться,убегать,	135	0.12940750697963	0.503731343283582	0.10707151418298	12.5778894472362	0.114579995422293
Маскарад	1836	1842	399	3286	25654	351	отворачиваться,отступать,оставаться,играть,скорчить,начинаться,облокачиваться,говорить,брать,погружаться,являться,вздрагивать,отскакивать,умирать,кланяться,выпивать,писать,дуть,подумать,быть,вырываться,узнавать,опомниться,хотеть,вскакивать,упадать,видать,становиться,увидеть,слыхать,идти,замечать,всыпать,бросаться,тащить,испугаться,звонить,класть,завертывать,бледнеть,скрываться,ходить,давать,толпиться,отталкивать,приближаться,переменять,исчезать,есть,возвращаться,отдавать,успокаиваться,взять,метать,сталкиваться,задумываться,смеяться,выходить,полулежать,интриговать,разбивать,опоминаться,плакать,заглядывать,раскланиваться,сидеть,спадать,подходить,целовать,продираться,подавать,содрогаться,останавливать,спать,продолжать,вынимать,отделяться,показываться,рассуждать,прибегать,прислушиваться,улыбаться,хохотать,вставать,останавливаться,приставлять,кричать,садиться,целоваться,знать,искать,расходиться,ударять,слабеть,зевать,петь,откидывать,смотреть,падать,взглядывать,делать,обращать,читать,пугаться,стоять,слушать,понтировать,отходить,приходить,добежать,уходить,входить,помолчать,задыхаться,растворять,снимать,толкать,теряться,видеть,слагать,	120	0.128089186871443	0.341880341880342	0.106816798539257	8.23558897243108	0.113545266067726
На бойком месте	not specified in tei	1865	240	2627	20679	238	расписывать,подпевать,идти,прятаться,плакать,играть,сходить,бросаться,прилегать,свистать,грозить,браться,подходить,стлать,всходить,брать,класть,кивать,петь,раздеваться,целовать,наткнуться,подавать,останавливать,давать,смотреть,шептать,отворять,отталкивать,кидаться,аккомпанировать,вынимать,кланяться,показываться,взглядывать,трогать,отдавать,обнимать,выставлять,ставить,возвращаться,раззорять,подниматься,прислушиваться,сажать,наливать,ложиться,приходить,происходить,доставать,пить,сверкнуть,рассыпать,сбирать,уходить,затворять,входить,переставать,хотеть,вставать,помолчать,поправляться,ломать,приподниматься,становиться,поправлять,кричать,падать,опираться,садиться,целоваться,выходить,плясать,передавать,смеяться,шарить,просовывать,поддерживать,приотворять,видеть,	80	0.127037090768412	0.336134453781513	0.090597639893415	10.9458333333333	0.112717755084528
Свадьба	1889	1890	96	767	6109	79	идти,оставаться,спешить,играть,напевать,говорить,вести,стараться,кланяться,подражать,наступать,вспыхивать,наливать,перебивать,дрогнуть,пить,уходить,махать,входить,докладывать,отставать,хлопотать,вставать,растрогать,кашлять,поперхнуться,расслышать,освещать,кричать,увидеть,воспользоваться,бежать,вздыхать,садиться,целоваться,выходить,стучать,струшивать,запыхаться,усаживаться,считать,	41	0.125552463578327	0.518987341772152	0.102998696219035	7.98958333333333	0.111547411285631
Дни Турбиных	1926	1955	372	3558	29067	307	оставаться,прятаться,помогать,разбегаться,играть,начинаться,топить,напевать,отодвигать,говорить,брать,замахиваться,лопнуть,желать,трогать,кланяться,маршировать,красться,выпивать,писать,протягивать,пить,бинтовать,плыть,обривать,бить,удерживать,идти,курить,выносить,бросаться,волноваться,браться,звонить,пилить,срывать,закуривать,подлетать,скрываться,отталкивать,давать,отворять,кидаться,приближаться,исчезать,отворяться,возвращаться,вспыхивать,греметь,разуваться,пролетать,гореть,ронять,воротиться,пищать,гудеть,сталкиваться,пробиваться,выходить,плакать,разбивать,появляться,подходить,свистеть,наигрывать,целовать,отнимать,оскаливаться,вынимать,держать,прибегать,прислушиваться,вызывать,молчать,выламывать,зарыдать,вбегать,рвать,зажимать,подхватывать,стрелять,выбегать,вставать,смолкать,останавливаться,освещать,пробегать,кричать,оживать,укладывать,садиться,целоваться,передавать,усаживаться,ударять,заплакать,петь,отползать,котиться,утихать,переодевать,замирать,гаснуть,смотреть,аплодировать,тушить,запевать,склоняться,увянуть,выглядывать,падать,седеть,шуметь,делать,взглядывать,попадать,читать,креститься,ложиться,отходить,приходить,дрогнуть,уходить,входить,усаживать,окровавливать,надевать,снимать,начинать,ломать,открываться,вешать,бежать,прятать,убегать,подавлять,видеть,передразнивать,	138	0.122406853132418	0.449511400651466	0.08628442945475	9.56451612903226	0.109057471264368
Хороша и дурна, и глупа и умна	not specified in tei	not specified in tei	261	2411	19785	131	удерживать,идти,рекомендовать,прятаться,замечать,оставаться,плакать,изорвать,бросаться,испугаться,раскланиваться,подходить,говорить,прыгать,ворочаться,звонить,петь,разодевать,смешаться,кликать,подавать,ходить,давать,смотреть,приближаться,вслушиваться,стараться,выглядывать,хлопать,кланяться,подвигаться,удивиться,обнимать,взглядывать,держать,ставить,представлять,распевать,слушать,пожимать,писать,вбегать,отдергивать,думать,бегать,улыбаться,подвигать,взять,быть,уходить,опомниться,входить,хотеть,следить,рассматривать,расхаживать,россинить,вставать,дергать,оборачиваться,потуплять,ласкать,пробегать,кричать,увидеть,становиться,садиться,выходить,смеяться,посматривать,всплескивать,подбегать,бить,убегать,видеть,	75	0.121859994945666	0.572519083969466	0.054334301119867	9.23754789272031	0.108623175346909
Вельзен, или освобожденная Голландия	1808	1810	153	2036	16994	144	оставаться,прятаться,преклонять,сходиться,играть,увеличиваться,сражаться,всходить,заключаться,являться,укрываться,ободрять,обнимать,подражать,сбегаться,пылать,вырываться,хотеть,упадать,убегать,становиться,увидеть,изранить,обращаться,идти,удерживать,выступать,порастать,бросаться,опамятоваться,блистать,отчаливать,смягчаться,скрываться,приближаться,волновать,светить,окружать,взять,приемлить,иссечь,воздевать,увозиться,выходить,прерывать,колебаться,опоминаться,подходить,обагрять,колебать,вести,взвевать,прижимать,изъявлять,изображаться,вынимать,держать,раздаваться,последовать,синеть,заключать,усугубляться,останавливаться,удаляться,облачать,освещать,исторгать,садиться,поддерживать,расходиться,расторгать,схватывать,сбрасывать,продолжаться,простереть,вооружать,ужасаться,выглядывать,падать,подымать,читать,внимать,представлять,обезоруживаться,стоять,приходить,уходить,подъять,вручать,входить,рассматривать,смущаться,бежать,выбегать,видеть,сиять,	96	0.119806990702601	0.666666666666667	0.070726915520629	13.3071895424837	0.106988964792433
Бесприданница	1878	1879	402	3871	32331	285	закрываться,хватать,напевать,грозить,говорить,брать,кивать,отбегать,спрятаться,поглядеть,погружаться,жать,вздрагивать,стараться,кланяться,доставать,пить,подвигать,подумать,хотеть,качать,убегать,обметать,идти,обниматься,бросаться,жевать,класть,завертывать,давать,отталкивать,оробеть,приставать,глядеть,лежать,отдавать,хвататься,приезжать,ронять,оскорблять,отвечать,прибивать,выходить,смеяться,задумываться,одеваться,раскланиваться,сидеть,подходить,опускаться,целовать,вести,подавать,продолжать,вынимать,показываться,прислушиваться,ставить,молчать,наливать,пожимать,происходить,подстраивать,повертывать,нагибаться,стрелять,вставать,закинуть,конфузиться,садиться,целоваться,ударять,слабеть,схватывать,петь,смотреть,запевать,переходить,падать,взглядывать,обращать,читать,стоять,отходить,разгорячиться,меблировать,уходить,надуваться,входить,рассматривать,надевать,снимать,выбегать,	93	0.119730289814729	0.326315789473684	0.073624386463446	9.62935323383085	0.106927794044528
Противогазы	not specified in tei	1923	121	993	8309	112	отступать,идти,расправлять,вылезать,оседать,хватать,появляться,заглядывать,отодвигать,напевать,диктовать,звонить,раскалывать,продолжать,качнуться,спускаться,вытаскивать,сдвигать,рассыпаться,осекаться,останавливать,бормотать,смотреть,шептать,накапливаться,нести,вываливаться,давать,подавать,метаться,хлопать,перекатываться,падать,вынимать,вырывать,оглядываться,лежать,возвращаться,прислушиваться,повертываться,сбегаться,молчать,читать,отравлять,подымать,писать,приходить,вбегать,швырять,доставать,пить,тужиться,проносить,взять,набрасываться,уходить,исчерпываться,хотеть,входить,качаться,рассматривать,валиться,вставать,снимать,смолкать,отбивать,кашлять,втискивать,садиться,выходить,стучать,передавать,относить,лезть,заматывать,врываться,проделывать,залезать,	78	0.119508966181249	0.696428571428571	0.112789526686808	8.20661157024794	0.10675123629327
Утро делового человека	1836	1836	27	346	2913	25	звонить,нацеплять,потягиваться,выглядывать,кланяться,устремлять,читать,пожимать,вбегать,развертывать,накидывать,оживляться,уходить,входить,вертеть,помолчать,оборачиваться,увидеть,вздыхать,выходить,ударять,	21	0.118777892207346	0.84	0.072254335260116	12.8148148148148	0.106167536054004
Тоисиоков	not specified in tei	1786	188	1608	13683	136	обнимать,прятаться,идти,мигать,плакать,хватать,сидеть,говорить,подходить,оборачивать,ворочаться,брать,подслушивать,целовать,хлопать,кликать,подавать,ходить,давать,смотреть,кидаться,продолжать,показываться,кланяться,держать,вырывать,возвращаться,делать,вынимать,отдавать,читать,вызывать,представлять,топать,писать,вбегать,улыбаться,взять,уходить,махать,примести,качать,переставать,входить,усаживать,усмехаться,хотеть,вставать,начинать,перерывать,увидеть,садиться,выходить,смеяться,искать,убегать,размышлять,видеть,	58	0.117518088138566	0.426470588235294	0.084577114427861	8.5531914893617	0.105159897979203
Медведь	1888	1888	102	788	6722	89	идти,плакать,зевать,хватать,осматривать,подходить,говорить,звонить,класть,брать,ломаться,подавать,вздрагивать,расшаркиваться,стараться,глядеть,хлопать,падать,возвращаться,злиться,сюсюкать,наступать,вспыхивать,вскрикивать,топать,пожимать,хвататься,отходить,слушать,рвать,уходить,входить,вскакивать,вставать,задыхаться,останавливаться,становиться,увидеть,кричать,вздыхать,дразнить,садиться,целоваться,задумываться,смеяться,трещать,отрывать,	47	0.117227015769116	0.528089887640449	0.112944162436548	7.72549019607843	0.104926764314248
Ссора у мужа с женой	1750	1950	126	935	8077	48	отмахиваться,гнаться,сидеть,говорить,пособлять,упасть,подавать,давать,финуть,обнимать,кланяться,оглядываться,делать,подымать,отходить,приступать,доставать,взять,уходить,входить,надевать,вставать,бежать,бить,считать,	25	0.115760802278074	0.520833333333333	0.051336898395722	7.42063492063492	0.103750554815801
Женитьба	1835	1842	272	2721	23604	256	отворачиваться,выталкиваться,закрываться,обсматривать,страшиться,говорить,хмурить,являться,подступать,отскакивать,стараться,рыдать,метаться,кряхтеть,подбочениваться,кланяться,повертываться,поглядывать,нарезывать,бегать,вглядываться,подумать,быть,запинаться,хотеть,благословлять,становиться,увидеть,всплескивать,пугать,считать,обращаться,испугаться,браться,звонить,класть,собираться,высовывать,складывать,разодевать,ходить,давать,отворять,барабанить,переменять,глядеть,слышать,лежать,осматриваться,охать,ронять,оборачиваться,отвечать,потуплять,раскладывать,прибивать,шарить,смеяться,гладить,одеваться,плакать,заглядывать,раскланиваться,подходить,мешать,целовать,продираться,подавать,звенеть,продолжать,вынимать,оглядываться,вскрикивать,молчать,раздаваться,вбегать,улыбаться,хохотать,усмехаться,ошеломлять,валиться,вставать,соединять,кричать,размахивать,садиться,целоваться,усаживаться,схватывать,сказать,притопывать,пожаловать,размеривать,смотреть,разевать,отъезжать,скатывать,взглядывать,делать,подымать,читать,стоять,пятиться,щупать,подкрадываться,уходить,взъерошивать,входить,рассматривать,надевать,дослышать,помолчать,начинать,бежать,толкать,плевать,убегать,видеть,	118	0.115277071682766	0.4609375	0.094083057699375	10.0036764705882	0.103361823361823
Лес	1870	1871	488	4742	41260	417	отворачиваться,отступать,откашливаться,прятаться,помогать,шататься,оставаться,сходиться,прилегать,грозить,говорить,приседать,брать,привставать,шутить,растворяться,жать,утомлять,обнимать,кланяться,красться,одевать,поглядывать,повесить,полузаискивать,закладывать,пить,подумать,хотеть,качать,поправляться,становиться,поправлять,потеряться,опираться,вздыхать,вспоминать,всплескивать,увидать,считать,обращаться,идти,замечать,прыгать,класть,звонить,перебегать,скрываться,ходить,давать,отсчитывать,отталкивать,глядеть,возвращаться,отдавать,осматриваться,сажать,хвататься,спохватываться,скрестить,оборачиваться,отодвигаться,обертываться,рыться,прибивать,выходить,смеяться,посматривать,задумываться,подбегать,жаться,плакать,заглядывать,склонять,раскланиваться,нарумянивать,подходить,поцеловать,мешать,опускаться,целовать,подавать,прижимать,продолжать,вынимать,показываться,держать,оглядываться,прислушиваться,ставить,наливать,пожимать,вбегать,улыбаться,зажимать,покручивать,повертывать,вставать,растрогать,дергать,останавливаться,удаляться,кричать,укладывать,прокрадываться,садиться,целоваться,поддерживать,передавать,искать,расходиться,подзывать,ударять,сходить,махнуть,простереть,смотреть,падать,взглядывать,делать,читать,наступать,стоять,слушать,отходить,уставлять,уходить,входить,рассматривать,надевать,снимать,бежать,прятать,убегать,видеть,	135	0.114929714008725	0.323741007194245	0.087937579080557	9.7172131147541	0.103082474675014
В чужом пиру похмелье	1856	1856	148	1542	13721	139	насыпать,замечать,идти,разрывать,плакать,изволить,бросаться,раскланиваться,махнуть,покачать,скидать,подходить,разгорячаться,сидеть,класть,брать,отстранять,целовать,скрываться,ходить,отсчитывать,смотреть,шептать,подавать,топтать,переходить,рыдать,глядеть,выглядывать,вынимать,кланяться,взглядывать,оглядываться,возвращаться,обращать,падать,обнимать,читать,отдавать,красться,делать,услышать,представлять,размениваться,топать,отходить,протягивать,вбегать,утираться,доставать,стирать,уходить,входить,работать,переставать,хохотать,вскакивать,убегать,надевать,вставать,помолчать,снимать,становиться,топнуть,потеряться,бежать,размахивать,прокрадываться,садиться,почесать,ударять,	71	0.112382479411122	0.510791366906475	0.090142671854734	10.4189189189189	0.101028631330669
Неслыханное диво, или честный секретарь	not specified in tei	1802	401	2429	21695	252	встречаться,хватать,осердиться,грозить,говорить,шутить,скучивать,трепать,потягиваться,обнимать,кланяться,болеть,перехватывать,писать,прицеплять,подумать,притворяться,переставать,хотеть,кашлять,становиться,увидеть,смеючиться,опираться,удерживать,обращаться,идти,обниматься,бросаться,испугаться,рассмеяться,оглянуться,поставить,вынять,смягчаться,хвалить,шептаться,ходить,давать,отворять,слышать,отдавать,плюнуть,кончать,охать,развертывать,взять,обертываться,смеяться,прерывать,посмеяться,разрывать,плакать,перехватить,сидеть,подходить,целовать,подавать,останавливать,продолжать,вынимать,показываться,оглядываться,ставить,перебивать,гнуться,договаривать,усмехаться,вставать,дразнить,садиться,дремать,подхватить,подвязываться,ударять,заплакать,размышлять,зевать,смотреть,вслушиваться,схватить,выглядывать,взглядывать,вырывать,делать,читать,представлять,думать,отходить,утираться,уходить,входить,рассматривать,надевать,начинать,вешать,почесать,плевать,убегать,посадить,видеть,	101	0.111961281401245	0.400793650793651	0.103746397694525	6.0573566084788	0.100688111424308
Царь Фёдор Иоаннович	1868	1868	337	3602	32295	303	отворачиваться,отступать,прятаться,изорвать,оставаться,хватать,осматривать,грозить,говорить,брать,являться,выхватывать,рыдать,сторониться,обнимать,кланяться,стоить,доставать,пить,совещаться,хотеть,качать,докладывать,вскакивать,расхаживать,ехать,благословлять,становиться,потряхивать,увидеть,опираться,бить,направляться,удерживать,обращаться,идти,выступать,голосить,бросаться,дожидаться,класть,вышивать,вооружаться,скрываться,ходить,давать,отталкивать,толпиться,отворять,кидаться,глядеть,спрыгивать,возвращаться,ронять,оборачиваться,запылить,отпивать,выходить,смеяться,задумываться,вписывать,опоминаться,плакать,сидеть,подходить,следовать,опускаться,целовать,вести,подавать,затыкать,расступаться,продолжать,держать,показываться,вынимать,прикладывать,прислушиваться,выезжать,раздаваться,вбегать,вытеснять,выбегать,вставать,дергать,останавливаться,прикладываться,пробегать,садиться,передавать,расходиться,скакать,сходить,петь,подписываться,трогаться,смотреть,заканчивать,протесняться,падать,взглядывать,вырывать,просматривать,подымать,читать,наступать,стоять,отходить,приходить,уходить,входить,дрожать,начинать,строить,смущаться,бежать,убегать,	117	0.111534293234247	0.386138613861386	0.08411993337035	10.6884272997033	0.100342647017857
Дон-Жуан в Египте	1911	1911	42	286	2579	25	представлять,коситься,настаивать,отходить,хотеть,схватывать,бормотать,становиться,поправлять,хвататься,подходить,глядеть,продолжать,выходить,обнимать,уходить,оглядываться,входить,повертываться,рассматривать,	20	0.110895696006204	0.8	0.087412587412588	6.80952380952381	0.099825479930192
Воспитание, или вот приданое	1823	1824	409	2915	26650	291	помогать,напевать,говорить,приседать,являться,упасть,декламировать,стараться,обнимать,кланяться,подражать,одевать,выпивать,вальсировать,рассердиться,пить,подумать,быть,умничать,опомниться,хотеть,вскакивать,становиться,увидеть,вздыхать,любоваться,удерживать,идти,обниматься,спешить,бросаться,испугаться,держаться,класть,срывать,сделать,отталкивать,нести,оробеть,кидаться,приближаться,отворяться,жеманиться,лежать,возвращаться,возвратиться,откланиваться,вспыхивать,сажать,обедать,топать,взять,пробираться,вкопать,удерживаться,выходить,смеяться,задумываться,подбегать,шарить,посмотреть,примечать,плакать,сидеть,подходить,целовать,подписывать,успокаивать,подавать,останавливать,продолжать,вынимать,держать,вытерпеть,ставить,молчать,наливать,заикаться,вбегать,перебивать,улыбаться,махать,хохотать,вставать,утешать,тронуть,садиться,знать,поддерживать,заниматься,танцевать,манить,шить,зевать,сказать,петь,смотреть,шептать,вслушиваться,робеть,выглядывать,падать,взглядывать,делать,читать,оправиться,стоять,отходить,приходить,насмехаться,уходить,отправляться,входить,отворить,начинать,задыхаться,бежать,толкать,прятать,убегать,видеть,	121	0.1093808630394	0.415807560137457	0.099828473413379	7.12713936430318	0.098596313208185
Странный человек	1831	1860	337	3513	32415	285	отворачиваться,отступать,изорвать,шататься,оставаться,разбиваться,покраснеть,играть,запечатывать,крестить,говорить,брать,жать,вздрагивать,пойти,рыдать,обнимать,кланяться,трогать,восходить,писать,пылать,меняться,хотеть,прохаживаться,упадать,становиться,поправлять,опираться,бить,слыхать,встречать,увидать,обращаться,идти,курить,бросаться,испугаться,класть,закуривать,ходить,отворять,кидаться,приближаться,глядеть,отворяться,светить,лежать,отдавать,кончать,приезжать,уезжать,смущать,оборачиваться,приподниматься,ласкать,удерживаться,выходить,смеяться,задумываться,прерывать,посматривать,посмотреть,побледнеть,разрывать,плакать,сидеть,раскланиваться,покачать,подходить,замерзать,услыхать,целовать,подавать,останавливать,содрогаться,кинуть,звенеть,изображаться,вынимать,показываться,сосчитывать,пожимать,вбегать,происходить,улыбаться,вставать,останавливаться,удаляться,садиться,целоваться,поддерживать,расходиться,встревожить,кусать,ударять,шить,схватывать,зевать,махнуть,призывать,утихать,смотреть,вслушиваться,падать,взглядывать,вырывать,читать,креститься,оставлять,стоять,отходить,щупать,уходить,входить,надевать,дрожать,помолчать,начинать,растворять,снимать,ломать,бежать,отделывать,убегать,	125	0.108375751966682	0.43859649122807	0.081127241673783	10.4243323442137	0.097778891115565
